id,poem 
168,"Небо ли такое белое
Или солью выцвела вода?
Ты поешь, и песня оголтелая
Бреговые вяжет повода.

Синим жерновом развеяны и смолоты
Водяные зерна на муку.
Голубой простор и золото
Опоясали твою тоску.

Не встревожен ласкою угрюмою
Загорелый взмах твоей руки.
Все равно - Архангельском иль Умбою
Проплывать тебе на Соловки.

Все равно под стоптанною палубой
Видишь ты погорбившийся скит.
Подпевает тебе жалоба
Об изгибах тамошних ракит.

Так и хочется под песню свеситься
Над водою, спихивая день...
Но спокойно светит вместо месяца
Отразившийся на облаке тюлень."
169,"Небо сметаной обмазано,
Месяц как сырный кусок.
Только не с пищею связано
Сердце, больной уголок.

Хочется есть, да не этого,
Что так шуршит на зубу.
Жду я веселого, светлого,
Как молодую судьбу.

Жгуче желания множат
Душу больную мою,
Но и на гроб мне положат
С квасом крутую кутью."
170,"Несказанное, синее, нежное...
Тих мой край после бурь, после гроз,
И душа моя - поле безбрежное -
Дышит запахом меда и роз.

Я утих. Годы сделали дело,
Но того, что прошло, не кляну.
Словно тройка коней оголтелая
Прокатилась во всю страну.

Напылили кругом. Накопытили.
И пропали под дьявольский свист.
А теперь вот в лесной обители
Даже слышно, как падает лист.

Колокольчик ли? Дальнее эхо ли?
Все спокойно впивает грудь.
Стой, душа, мы с тобой проехали
Через бурный положенный путь.

Разберемся во всем, что видели,
Что случилось, что сталось в стране,
И простим, где нас горько обидели
По чужой и по нашей вине.

Принимаю, что было и не было,
Только жаль на тридцатом году -
Слишком мало я в юности требовал,
Забываясь в кабацком чаду.

Но ведь дуб молодой, не разжелудясь,
Так же гнется, как в поле трава...
Эх ты, молодость, буйная молодость,
Золотая сорвиголова!"
171,"Нет сил ни петь и ни рыдать,
Минуты горькие бывают,
Готов все чувства изливать,
И звуки сами набегают."
172,"Неуютная жидкая лунность
И тоска бесконечных равнин,-
Вот что видел я в резвую юность,
Что, любя, проклинал не один.

По дорогам усохшие вербы
И тележная песня колес...
Ни за что не хотел я теперь бы,
Чтоб мне слушать ее привелось.

Равнодушен я стал к лачугам,
И очажный огонь мне не мил,
Даже яблонь весеннюю вьюгу
Я за бедность полей разлюбил.

Мне теперь по душе иное.
И в чахоточном свете луны
Через каменное и стальное
Вижу мощь я родной стороны.

Полевая Россия! Довольно
Волочиться сохой по полям!
Нищету твою видеть больно
И березам и тополям.

Я не знаю, что будет со мною...
Может, в новую жизнь не гожусь,
Но и все же хочу я стальною
Видеть бедную, нищую Русь.

И, внимая моторному лаю
В сонме вьюг, в сонме бурь и гроз,
Ни за что я теперь не желаю
Слушать песню тележных колес."
173,"Нивы сжаты, рощи голы,
От воды туман и сырость.
Колесом за сини горы
Солнце тихое скатилось.

Дремлет взрытая дорога.
Ей сегодня примечталось,
Что совсем-совсем немного
Ждать зимы седой осталось.

Ах, и сам я в чаще звонкой
Увидал вчера в тумане:
Рыжий месяц жеребенком
Запрягался в наши сани."
174,"Низкий дом с голубыми ставнями,
Не забыть мне тебя никогда,-
Слишком были такими недавними
Отзвучавшие в сумрак года.

До сегодня еще мне снится
Наше поле, луга и лес,
Принакрытые сереньким ситцем
Этих северных бедных небес.

Восхищаться уж я не умею
И пропасть не хотел бы в глуши,
Но, наверно, навеки имею
Нежность грустную русской души.

Полюбил я седых журавлей
С их курлыканьем в тощие дали,
Потому что в просторах полей
Они сытных хлебов не видали.

Только видели березь да цветь,
Да ракитник, кривой и безлистый,
Да разбойные слышали свисты,
От которых легко умереть.

Как бы я и хотел не любить,
Все равно не могу научиться,
И под этим дешевеньким ситцем
Ты мила мне, родимая выть.

Потому так и днями недавними
Уж не юные веют года...
Низкий дом с голубыми ставнями,
Не забыть мне тебя никогда."
175,"Никогда я не был на Босфоре,
Ты меня не спрашивай о нем.
Я в твоих глазах увидел море,
Полыхающее голубым огнем.

Не ходил в Багдад я с караваном,
Не возил я шелк туда и хну.
Наклонись своим красивым станом,
На коленях дай мне отдохнуть.

Или снова, сколько ни проси я,
Для тебя навеки дела нет,
Что в далеком имени - Россия -
Я известный, признанный поэт.

У меня в душе звенит тальянка,
При луне собачий слышу лай.
Разве ты не хочешь, персиянка,
Увидать далекий синий край?

Я сюда приехал не от скуки -
Ты меня, незримая, звала.
И меня твои лебяжьи руки
Обвивали, словно два крыла.

Я давно ищу в судьбе покоя,
И хоть прошлой жизни не кляну,
Расскажи мне что-нибудь такое
Про твою веселую страну.

Заглуши в душе тоску тальянки,
Напои дыханьем свежих чар,
Чтобы я о дальней северянке
Не вздыхал, не думал, не скучал.

И хотя я не был на Босфоре -
Я тебе придумаю о нем.
Все равно - глаза твои, как море,
Голубым колышутся огнем."
176,"Глаза - как выцветший лопух,
В руках зажатые монеты.
Когда-то славный был пастух,
Теперь поет про многи лета.
А вон старушка из угла,
Что слезы льет перед иконой,
Она любовь его была
И пьяный сон в меже зеленой.
На свитках лет сухая пыль.
Былого нет в заре куканьшей.
И лишь обгрызанный костыль
В его руках звенит, как раньше.
Она чужда ему теперь,
Забыла звонную жалейку.
И как пойдет, спеша, за дверь,
Подаст в ладонь ему копейку.
Он не посмотрит ей в глаза,
При встрече глаз больнее станет,
Но, покрестясь на образа,
Рабу по имени помянет."
177,"Тихо дремлет река.
Темный бор не шумит.
Соловей не поет,
И дергач не кричит.

Ночь. Вокруг тишина.
Ручеек лишь журчит.
Своим блеском луна
Все вокруг серебрит.

Серебрится река.
Серебрится ручей.
Серебрится трава
Орошенных степей.

Ночь. Вокруг тишина.
В природе все спит.
Своим блеском луна
Все вокруг серебрит."
178,"Усталый день склонился к ночи,
Затихла шумная волна,
Погасло солнце, и над миром
Плывет задумчиво луна.
Долина тихая внимает
Журчанью мирного ручья.
И темный лес, склоняясь, дремлет
Под звуки песни соловья.
Внимая песням, с берегами,
Ласкаясь, шепчется река.
И тихо слышится над нею
Веселый шелест тростника."
179,"Нощь и поле, и крик петухов...
С златной тучки глядит Саваоф.
Хлесткий ветер в равнинную синь
Катит яблоки с тощих осин.

Вот она, невеселая рябь
С журавлиной тоской сентября!
Смолкшим колоколом над прудом
Опрокинулся отчий дом.

Здесь все так же, как было тогда,
Те же реки и те же стада.
Только ивы над красным бугром
Обветшалым трясут подолом.

Кто-то сгиб, кто-то канул во тьму,
Уж кому-то не петь на холму.
Мирно грезит родимый очаг
О погибших во мраке плечах.

Тихо-тихо в божничном углу,
Месяц месит кутью на полу...
Но тревожит лишь помином тишь
Из запечья пугливая мышь.
"
180,"Ну, целуй меня, целуй,
Хоть до крови, хоть до боли.
Не в ладу с холодной волей
Кипяток сердечных струй.

Опрокинутая кружка
Средь веселых не для нас.
Понимай, моя подружка,
На земле живут лишь раз!

Оглядись спокойным взором,
Посмотри: во мгле сырой
Месяц, словно желтый ворон,
Кружит, вьется над землей.

Ну, целуй же! Так хочу я.
Песню тлен пропел и мне.
Видно, смерть мою почуял
Тот, кто вьется в вышине.

Увядающая сила!
Умирать так умирать!
До кончины губы милой
Я хотел бы целовать.

Чтоб все время в синих дремах,
Не стыдясь и не тая,
В нежном шелесте черемух
Раздавалось: «Я твоя».

И чтоб свет над полной кружкой
Легкой пеной не погас —
Пей и пой, моя подружка:
На земле живут лишь раз!"
181,"О боже, боже, эта глубь -
Твой голубой живот.
Златое солнышко, как пуп,
Глядит в Каспийский рот.

Крючками звезд свивая в нить
Лучи, ты ловишь нас
И вершами бросаешь дни
В зрачки озерных глаз.

Но в малый вентерь рыбаря
Не заплывает сом.
Не втащит неводом заря
Меня в твой тихий дом.

Сойди на землю без порток,
Взбурли всю хлябь и водь,
Смолой кипящею восток
Пролей на нашу плоть.

Да опалят уста огня
Людскую страсть и стыд.
Взнеси, как голубя, меня
В твой в синих рощах скит."
182,"О верю, верю, счастье есть!
Еще и солнце не погасло.
Заря молитвенником красным
Пророчит благостную весть.
О верю, верю, счастье есть.

Звени, звени, златая Русь,
Волнуйся, неуемный ветер!
Блажен, кто радостью отметил
Твою пастушескую грусть.
Звени, звени, златая Русь.

Люблю я ропот буйных вод
И на волне звезды сиянье.
Благословенное страданье,
Благословляющий народ.
Люблю я ропот буйных вод."
183,"О дитя, я долго плакал над судьбой твоей,
С каждой ночью я тоскую все сильней, сильней...

Знаю, знаю, скоро, скоро, на закате дня,
Понесут с могильным пеньем хоронить меня...

Ты увидишь из окошка белый саван мой,
И сожмется твое сердце от тоски немой...

О дитя, я долго плакал с тайной теплых слов,
И застыли мои слезы в бисер жемчугов...

И связал я ожерелье для тебя из них,
Ты надень его на шею в память дней моих!"
184,"О край дождей и непогоды,
Кочующая тишина,
Ковригой хлебною под сводом
Надломлена твоя луна.

За перепаханною нивой
Малиновая лебеда.
На ветке облака, как слива,
Златится спелая звезда.

Опять дорогой верстовою,
Наперекор твоей беде,
Бреду и чую яровое
По голубеющей воде.

Клубит и пляшет дым болотный...
Но и в кошме певучей тьмы
Неизреченностью животной
Напоены твои холмы."
185,"О красном вечере задумалась дорога,
Кусты рябин туманней глубины.
Изба-старуха челюстью порога
Жует пахучий мякиш тишины.
Осенний холод ласково и кротко
Крадется мглой к овсяному двору;
Сквозь синь стекла желтоволосый отрок
Лучит глаза на галочью игру.
Обняв трубу, сверкает по повети
Зола зеленая из розовой печи.
Кого-то нет, и тонкогубый ветер
О ком-то шепчет, сгинувшем в ночи.
Кому-то пятками уже не мять по рощам
Щербленый лист и золото травы.
Тягучий вздох, ныряя звоном тощим,
Целует клюв нахохленной совы.
Все гуще хмарь, в хлеву покой и дрема,
Дорога белая узорит скользкий ров…
И нежно охает ячменная солома,
Свисая с губ кивающих коров."
186,"О матерь божья,
Спади звездой
На бездорожье,
В овраг глухой.

Пролей, как масло,
Власа луны
В мужичьи ясли
Моей страны.

Срок ночи долог.
В них спит твой сын.
Спусти, как полог,
Зарю на синь.

Окинь улыбкой
Мирскую весь
И солнце зыбкой
К кустам привесь.

И да взыграет
В ней, славя день,
Земного рая
Святой младень."
187,"О муза, друг мой гибкий,
Ревнивица моя.
Опять под дождик сыпкий
Мы вышли на поля.

Опять весенним гулом
Приветствует нас дол,
Младенцем завернула
Заря луну в подол.

Теперь бы песню ветра
И нежное баю -
За то, что ты окрепла,
За то, что праздник светлый
Влила ты в грудь мою.

Теперь бы брызнуть в небо
Вишневым соком стих
За отческую щедрость
Наставников твоих.

О мед воспоминаний!
О звон далеких лип!
Звездой нам пел в тумане
Разумниковский лик.

Тогда в веселом шуме
Игривых дум и сил
Апостол нежный Клюев
Нас на руках носил.

Теперь мы стали зрелей
И весом тяжелей...
Но не заглушит трелью
Тот праздник соловей.

И этот дождик шалый
Его не смоет в нас,
Чтоб звон твоей лампады
Под ветром не погас."
188,"О пашни, пашни, пашни,
Коломенская грусть,
На сердце день вчерашний,
А в сердце светит Русь.

Как птицы, свищут версты
Из-под копыт коня.
И брызжет солнце горстью
Свой дождик на меня.

О край разливов грозных
И тихих вешних сил,
Здесь по заре и звездам
Я школу проходил.

И мыслил и читал я
По библии ветров,
И пас со мной Исайя
Моих златых коров."
189,"О Родина, о новый
С златою крышей кров,
Труби, мычи коровой,
Реви телком громов.

Брожу по синим селам,
Такая благодать,
Отчаянный, веселый,
Но весь в тебя я, мать.

В училище разгула
Крепил я плоть и ум.
С березового гула
Растет твой вешний шум.

Люблю твои пороки,
И пьянство, и разбой,
И утром на востоке
Терять себя звездой.

И всю тебя, как знаю,
Хочу измять и взять,
И горько проклинаю
За то, что ты мне мать."
190,"О Русь, взмахни крылами,
Поставь иную крепь!
С иными именами
Встает иная степь.

По голубой долине,
Меж телок и коров,
Идет в златой ряднине
Твой Алексей Кольцов.

В руках — краюха хлеба,
Уста — вишневый сок.
И вызвездило небо
Пастушеский рожок.

За ним, с снегов и ветра,
Из монастырских врат,
Идет, одетый светом,
Его середний брат.

От Вытегры до Шуи
Он избраздил весь край
И выбрал кличку — Клюев,
Смиренный Миколай.

Монашьи мудр и ласков,
Он весь в резьбе молвы,
И тихо сходит пасха
С бескудрой головы.

А там, за взгорьем смолым,
Иду, тропу тая,
Кудрявый и веселый,
Такой разбойный я.

Долга, крута дорога,
Несчетны склоны гор;
Но даже с тайной бога
Веду я тайно спор.

Сшибаю камнем месяц
И на немую дрожь
Бросаю, в небо свесясь,
Из голенища нож.

За мной незримым роем
Идет кольцо других,
И далеко по селам
Звенит их бойкий стих.

Из трав мы вяжем книги,
Слова трясем с двух пол.
И сродник наш, Чапыгин,
Певуч, как снег и дол.

Сокройся, сгинь ты, племя
Смердящих снов и дум!
На каменное темя
Несем мы звездный шум.

Довольно гнить и ноять,
И славить взлетом гнусь —
Уж смыла, стерла деготь
Воспрянувшая Русь.

Уж повела крылами
Ее немая крепь!
С иными именами
Встает иная степь."
191,"О товарищах веселых,
О полях посеребренных
Загрустила, словно голубь,
Радость лет уединенных.

Ловит память тонким клювом
Первый снег и первопуток.
В санках озера над лугом
Запоздалый окрик уток.

Под окном от скользких елей
Тень протягивает руки.
Тихих вод парагуш квелый
Курит люльку на излуке.

Легким дымом и дальним пожням
Шлет поклон день ласк и вишен.
Запах трав от бабьей кожи
На губах моих я слышу.

Мир вам, рощи, луг и липы,
Литии медовый ладан!
Все приявшему с улыбкой
Ничего от вас не надо."
192,"                  Гласом моим
                  Пожру тя, господи.
                                           Ц. О.


                  1

О родина, счастливый
И неисходный час!
Нет лучше, нет красивей
Твоих коровьих глаз.

Тебе, твоим туманам
И овцам на полях,
Несу, как сноп овсяный,
Я солнце на руках.

Святись преполовеньем
И рождеством святись,
Чтоб жаждущие бдения
Извечьем напились.

Плечьми трясем мы небо,
Руками зыбим мрак
И в тощий колос хлеба
Вдыхаем звездный злак.

О Русь, о степь и ветры,
И ты, мой отчий дом!
На золотой повети
Гнездится вешний гром.

Овсом мы кормим бурю,
Молитвой поим дол,
И пашню голубую
Нам пашет разум-вол.

И не единый камень,
Через пращу и лук,
Не подобьет над нами
Подъятье божьих рук.

                  2

""О дево
Мария! -
Поют небеса. -
На нивы златые
Пролей волоса.

Омой наши лица
Рукою земли.
С за-гор вереницей
Плывут корабли.

В них души усопших
И память веков.
О, горе, кто ропщет,
Не снявши оков!

Кричащему в мраке
И бьющему лбом
Под тайные знаки
Мы врат не сомкнем.

Но сгибни, кто вышел
И узрел лишь миг!
Мы облачной крышей
Придавим слепых"".

                  3

О боже, боже,
Ты ль
Качаешь землю в снах?
Созвездий светит пыль
На наших волосах.

Шумит небесный кедр
Через туман и ров,
И на долину бед
Спадают шишки слов.

Поют они о днях
Иных земель и вод,
Где на тугих ветвях
Кусал их лунный рот.

И шепчут про кусты
Непроходимых рощ,
Где пляшет, сняв порты,
Златоколенный дождь.

                  4

Осанна в вышних!
Холмы поют про рай.
И в том раю я вижу
Тебя, мой отчий край.

Под Маврикийским дубом
Сидит мой рыжий дед,
И светит его шуба
Горохом частых звезд.

И та кошачья шапка,
Что в праздник он носил,
Глядит, как месяц, зябко
На снег родных могил.

С холмов кричу я деду:
""О отче, отзовись...""
Но тихо дремлют кедры,
Обвесив сучья вниз.

Не долетает голос
В его далекий брег...
Но чу! Звенит, как колос,
С земли растущий снег:

""Восстань, прозри и вижди!
Неосказуем рок.
Кто все живит и зиждет -
Тот знает час и срок.

Вострубят божьи клики
Огнем и бурей труб,
И облак желтоклыкий
Прокусит млечный пуп.

И вывалится чрево
Испепелить бразды...
Но тот, кто мыслил девой,
Взойдет в корабль звезды""."
193,"Опять раскинулся узорно
Над белым полем багрянец,
И заливается задорно
Нижегородский бубенец.

Под затуманенною дымкой
Ты кажешь девичью красу,
И треплет ветер под косынкой
Рыжеволосую косу.

Дуга, раскалываясь, пляшет,
То выныряя, то пропав,
Не заворожит, не обмашет
Твой разукрашенный рукав.

Уже давно мне стала сниться
Полей малиновая ширь,
Тебе - высокая светлица,
А мне - далекий монастырь.

Там синь и полымя воздушней
И легкодымней пелена.
я буду ласковый послушник,
А ты - разгульная жена.

И знаю я, мы оба станем
Грустить в упругой тишине:
Я по тебе - в глуxом тумане,
А ты заплачешь обо мне.

Но и поняв, я не приемлю
Ни тиxиx ласк, ни глубины.
Глаза, увидевшие землю,
В иную землю влюблены."
194,"Осень! Небо тучно,
Ветер шумит.
Природа скучно
Всюду глядит.

Цветы поблёкли;
Деревья голы:
Сады заглохли,
Печальны долы.

И птиц не слышно,
Все улетели.
В последний раз весне
Песню спели.

Осень! Небо тучно.
Дождик льет,
Печально, скучно
Время идет.
"
195,"     Р.В.Иванову

Тихо в чаще можжевеля по обрыву.
Осень, рыжая кобыла, чешет гривы.

Над речным покровом берегов
Слышен синий лязг ее подков.

Схимник-ветер шагом осторожным
Мнет листву по выступам дорожным

И целует на рябиновом кусту
Язвы красные незримому Христу."
196,"Старушка милая,
Живи, как ты живешь.
Я нежно чувствую
Твою любовь и память.
Но только ты
Ни капли не поймешь -
Чем я живу
И чем я в мире занят.

Теперь у вас зима.
И лунными ночами,
Я знаю, ты
Помыслишь не одна,
Как будто кто
Черемуху качает
И осыпает
Снегом у окна.

Родимая!
Ну как заснуть в метель?
В трубе так жалобно
И так протяжно стонет.
Захочешь лечь,
Но видишь не постель,
А узкий гроб
И - что тебя хоронят.

Так будто тысяча
Гнусавейших дьячков,
Поет она плакидой -
Сволочь-вьюга!
И снег ложится
Вроде пятачков,
И нет за гробом
Ни жены, ни друга!

Я более всего
Весну люблю.
Люблю разлив
Стремительным потоком,
Где каждой щепке,
Словно кораблю,
Такой простор,
Что не окинешь оком.

Но ту весну,
Которую люблю,
Я революцией великой
Называю!
И лишь о ней
Страдаю и скорблю,
Ее одну
Я жду и призываю!

Но эта пакость -
Хладная планета!
Ее и Солнцем-Лениным
Пока не растопить!
Вот потому
С больной душой поэта
Пошел скандалить я,
Озорничать и пить.

Но время будет,
Милая, родная!
Она придет, желанная пора!
Недаром мы
Присели у орудий:
Тот сел у пушки,
Этот - у пера.

Забудь про деньги ты,
Забудь про все.
Какая гибель?!
Ты ли это, ты ли?
Ведь не корова я,
Не лошадь, не осел,
Чтобы меня
Из стойла выводили!

Я выйду сам,
Когда настанет срок,
Когда пальнуть
Придется по планете,
И, воротясь,
Тебе куплю платок,
Ну, а отцу
Куплю я штуки эти.

Пока ж - идет метель,
И тысячей дьячков
Поет она плакидой -
Сволочь-вьюга.
И снег ложится
Вроде пятачков,
И нет за гробом
Ни жены, ни друга."
197,"Отвори мне, страж заоблачный,
Голубые двери дня.
Белый ангел этой полночью
Моего увел коня.

Богу лишнего не надобно,
Конь мой - мощь моя и крепь.
Слышу я, как ржет он жалобно,
Закусив златую цепь.

Вижу, как он бьется, мечется,
Теребя тугой аркан,
И летит с него, как с месяца,
Шерсть буланая в туман."
198,"Отговорила роща золотая
Березовым, веселым языком,
И журавли, печально пролетая,
Уж не жалеют больше ни о ком.

Кого жалеть? Ведь каждый в мире странник -
Пройдет, зайдет и вновь покинет дом.
О всех ушедших грезит конопляник
С широким месяцем над голубым прудом.

Стою один среди равнины голой,
А журавлей относит ветром в даль,
Я полон дум о юности веселой,
Но ничего в прошедшем мне не жаль.

Не жаль мне лет, растраченных напрасно,
Не жаль души сиреневую цветь.
В саду горит костер рябины красной,
Но никого не может он согреть.

Не обгорят рябиновые кисти,
От желтизны не пропадет трава,
Как дерево роняет тихо листья,
Так я роняю грустные слова.

И если время, ветром разметая,
Сгребет их все в один ненужный ком...
Скажите так... что роща золотая
Отговорила милым языком."
199,"Не ходи ты ко мне под окно
И зеленой травы не топчи,
Я тебя разлюбила давно,
Но не плачь, а спокойно молчи.

Я жалею тебя всей душою,
Что тебе до моей красоты?
Почему не даешь мне покою
И зачем так терзаешься ты?

Все равно я не буду твоею,
Я теперь не люблю никого,
Не люблю, но тебя я жалею,
Отойди от окна моего!

Позабудь, что была я твоею,
Что безумно любила тебя,
Я теперь не люблю, а жалею -
Отойди и не мучай себя.
"
200,"             1

Тучи - как озера,
Месяц - рыжий гусь.
Пляшет перед взором
Буйственная Русь.

Дрогнул лес зеленый,
Закипел родник.
Здравствуй, обновленный
Отчарь мой, мужик!

Голубые воды -
Твой покой и свет,
Гибельной свободы
В этом мире нет.

Пой, зови и требуй
Скрытые брега;
Не сорвется с неба
Звездная дуга!

Не обронит вечер
Красного ведра;
Могутные плечи -
Что гранит-гора.

              2

Под облачным древом
Верхом на луне
Февральской метелью
Ревешь ты во мне.

Небесные дщери
Куделят кремник;
Учил тебя вере
Седой огневик.

Он дал тебе пику,
Грозовый ятаг
И силой Аники
Отметил твой шаг.

Заря - как волчиха
С осклабленным ртом;
Но гонишь ты лихо
Двуперстным крестом.

Протянешь ли руку
Иль склонишь ты лик,
Кладешь ей краюху
На желтый язык.

И чуется зверю
Под радугой слов:
Алмазные двери
И звездный покров.

              3

О чудотворец!
Широкоскулый и красноротый,
Приявший в корузлые руки
Младенца нежного, -
Укачай мою душу
На пальцах ног своих!

Я сын твой,
Выросший, как ветла
При дороге,
Научился смотреть в тебя,
Как в озеро.
Ты несказанен и мудр.

По сединам твоим
Узнаю, что был снег
На полях
И поемах.
По глазам голубым
Славлю
Красное
Лето.

              4

Ах, сегодня весна, -
Ты взыграл, как поток!
Гладит волны челнок,
И поет тишина.

Слышен волховский звон
И Буслаев разгул,
Задружились под гул
Волга, Каспий и Дон.

Синегубый Урал
Выставляет клыки,
Но кадят Соловки
В его синий оскал.

Всех зовешь ты на пир,
Тепля клич, как свечу,
Прижимаешь к плечу
Нецелованный мир.

Свят и мирен твой дар,
Синь и песня в речах,
И горит на плечах
Необъемлемый шар!..

              5

Закинь его в небо,
Поставь на столпы!
Там лунного хлеба
Златятся снопы.

Там голод и жажда
В корнях не поют,
Но зреет однаждный
Свет ангельских юрт.

Там с вызвоном блюда
Прохлада куста,
И рыжий Иуда
Целует Христа.

Но звон поцелуя
Деньгой не гремит,
И цепь Акатуя -
Тропа перед скит.

Там дряхлое время,
Бродя по лугам,
Все русское племя
Сзывает к столам.

И, славя отвагу
И гордый твой дух,
Сыченою брагой
Обносит их круг."
201,"""Отчего луна так светит тускло
На сады и стены Хороссана?
Словно я хожу равниной русской
Под шуршащим пологом тумана"" -

Так спросил я, дорогая Лала,
У молчащих ночью кипарисов,
Но их рать ни слова не сказала,
К небу гордо головы завысив.

""Отчего луна так светит грустно?"" -
У цветов спросил я в тихой чаще,
И цветы сказали: ""Ты почувствуй
По печали розы шелестящей"".

Лепестками роза расплескалась,
Лепестками тайно мне сказала:
""Шаганэ твоя с другим ласкалась,
Шаганэ другого целовала.

Говорила: ""Русский не заметит...
Сердцу - песнь, а песне - жизнь и тело...""
Оттого луна так тускло светит,
Оттого печально побледнела.

Слишком много виделось измены,
Слез и мук, кто ждал их, кто не хочет.
. . . . . . . . . . . . . . . . . .
Но и все ж вовек благословенны
На земле сиреневые ночи."
202,"Мы умираем,
Сходим в тишь и грусть,
Но знаю я —
Нас не забудет Русь.

Любили девушек,
Любили женщин мы —
И ели хлеб
Из нищенской сумы.

Но не любили мы
Продажных торгашей.
Планета, милая,—
Катись, гуляй и пей.

Мы рифмы старые
Раз сорок повторим.
Пускать сумеем
Гоголя и дым.

Но все же были мы
Всегда одни.
Мой милый друг,
Не сетуй, не кляни!

Вот умер Брюсов,
Но помрем и мы,—
Не выпросить нам дней
Из нищенской сумы.

Но крепко вцапались
Мы в нищую суму.
Валерий Яклевич!
Мир праху твоему!"
203,"                    1

Славь, мой стих, кто ревет и бесится,
Кто хоронит тоску в плече,
Лошадиную морду месяца
Схватить за узду лучей.

Тысячи лет те же звезды славятся,
Тем же медом струится плоть.
Не молиться тебе, а лаяться
Научил ты меня, господь.

За седины твои кудрявые,
За копейки с златых осин
Я кричу тебе: ""К черту старое!"",
Непокорный, разбойный сын.

И за эти щедроты теплые,
Что сочишь ты дождями в муть,
О, какими, какими метлами
Это солнце с небес стряхнуть?

                       2

Там, за млечными холмами,
Средь небесных тополей,
Опрокинулся над нами
Среброструйный Водолей.

Он Медведицей с лазури -
Как из бочки черпаком.
В небо вспрыгнувшая буря
Села месяцу верхом.

В вихре снится сонм умерших,
Молоко дымящий сад,
Вижу, дед мой тянет вершей
Солнце с полдня на закат.

Отче, отче, ты ли внука
Услыхал в сей скорбный срок?
Знать, недаром в сердце мукал
Издыхающий телок.

                       3

Кружися, кружися, кружися,
Чекань твоих дней серебро!
Я понял, что солнце из выси -
В колодезь златое ведро.

С земли на незримую сушу
Отчалить и мне суждено.
Я сам положу мою душу
На это горящее дно.

Но знаю - другими очами
Умершие чуют живых.
О, дай нам с земными ключами
Предстать у ворот золотых.

Дай с нашей овсяною волей
Засовы чугунные сбить,
С разбега по ровному полю
Заре на закорки вскочить.

                       4

Сойди, явись нам, красный конь!
Впрягись в земли оглобли.
Нам горьким стало молоко
Под этой ветхой кровлей.

Пролей, пролей нам над водой
Твое глухое ржанье
И колокольчиком-звездой
Холодное сиянье.

Мы радугу тебе - дугой,
Полярный круг - на сбрую.
О, вывези наш шар земной
На колею иную.

Хвостом земле ты прицепись,
С зари отчалься гривой.
За эти тучи, эту высь
Скачи к стране счастливой.

И пусть они, те, кто во мгле
Нас пьют лампадой в небе,
Увидят со своих полей,
Что мы к ним в гости едем."
