id,poem 
294,"Посвящена А. О. Смирновой

Любил я очи голубые,
Теперь влюбился в черные,
Те были нежные такие,
А эти непокорные.

Глядеть, бывало, не устанут
Те долго, выразительно,
А эти не глядят, а взглянут
Так - словно царь властительный.

На тех порой сверкали слезы,
Любви немые жалобы,
А тут не слезы, а угрозы,
А то и слез не стало бы.

Те укрощали жизни волны,
Светили мирным счастием,
А эти бурных молний полны
И дышат самовластием.

Но увлекательно, как младость,
Их юное могущество,
О! я б за них дал славу, радость
И всё души имущество.

Любил я очи голубые,
Теперь влюбился в черные,
Хоть эти сердцу не родные,
Хоть эти непокорные."
295,"Я мечтою ловил уходящие тени,
Уходящие тени погасавшего дня,
Я на башню всходил, и дрожали ступени,
И дрожали ступени под ногой у меня.

И чем выше я шел, тем ясней рисовалисль,
Тем ясней рисовались очертанья вдали,
И какие-то звуки вдали раздавались,
Вкруг меня раздавались от Небес и Земли.

Чем я выше всходил, тем светлее сверкали,
Тем светлее сверкали выси дремлющих гор,
И сияньем прощальным как будто ласкали,
Словно нежно ласкали отуманенный взор.

И внизу подо мною уж ночь наступила,
Уже ночь наступила для уснувшей Земли,
Для меня же блистало дневное светило,
Огневое светило догорало вдали.

Я узнал, как ловить уходящие тени,
Уходящие тени потускневшего дня,
И все выше я шел, и дрожали ступени,
И дрожали ступени под ногой у меня."
296,"Уж верба вся пушистая
   Раскинулась кругом;
Опять весна душистая
   Повеяла крылом.

Станицей тучки носятся,
   Тепло озарены,
И в душу снова просятся
   Пленительные сны.

Везде разнообразною
   Картиной занят взгляд,
Шумит толпою праздною
   Народ, чему-то рад...

Какой-то тайной жаждою
   Мечта распалена -
И над душою каждою
   Проносится весна."
297,"Мы встретились - и тотчас разошлись.
Ни он, ни я не высказали мыслей
И чувств своих друг другу; будто сон,
Свиданье с ним мелькнуло и исчезло;
Но сердце мне твердит: не знаю, где,
Здесь или там, сегодня или завтра
Сольетесь вы душа с душой, как небо
Сливается вдали с лазурным морем."
298,"Мы не умеем прощаться,-
Всё бродим плечо к плечу.
Уже начинает смеркаться,
Ты задумчив, а я молчу.

В церковь войдем, увидим
Отпеванье, крестины, брак,
Не взглянув друг на друга, выйдем...
Отчего всё у нас не так?

Или сядем на снег примятый
На кладбище, легко вздохнем,
И ты палкой чертишь палаты,
Где мы будем всегда вдвоем."
299,"Бессмертия у смерти не прошу.
Испуганный, возлюбленный и нищий, -
но с каждым днём я прожитым дышу
уверенней и сладостней и чище.

Как широко на набережных мне,
как холодно и ветрено и вечно,
как облака, блестящие в окне,
надломленны, легки и быстротечны.

И осенью и летом не умру,
не всколыхнётся зимняя простынка,
взгляни, любовь, как в розовом углу
горит меж мной и жизнью паутинка.

И что-то, как раздавленный паук,
во мне бежит и странно угасает.
Но выдохи мои и взмахи рук
меж временем и мною повисают.

Да. Времени - о собственной судьбе
кричу всё громче голосом печальным.
Да. Говорю о времени себе,
но время мне ответствует молчаньем.

Лети в окне и вздрагивай в огне,
слетай, слетай на фитилёчек жадный.
Свисти, река! Звони, звони по мне,
мой Петербург, мой колокол пожарный.

Пусть время обо мне молчит.
Пускай легко рыдает ветер резкий
и над моей могилою еврейской
младая жизнь настойчиво кричит.
"
300,"Душа моя, печальница
О всех в кругу моем,
Ты стала усыпальницей
Замученных живьем.

Тела их бальзамируя,
Им посвящая стих,
Рыдающею лирою
Оплакивая их,

Ты в наше время шкурное
За совесть и за страх
Стоишь могильной урною,
Покоящей их прах.

Их муки совокупные
Тебя склонили ниц.
Ты пахнешь пылью трупною
Мертвецких и гробниц.

Душа моя, скудельница,
Всё, виденное здесь,
Перемолов, как мельница,
Ты превратила в смесь.

И дальше перемалывай
Всё бывшее со мной,
Как сорок лет без малого,
В погостный перегной."
301,"Узнать, догадаться о тебе,
Лежащем под жестким одеялом,
По страшной, отвиснувшей губе,
По темным под скулами провалам?..
Узнать, догадаться о твоем
Всегда задыхающемся сердце?..
Оно задохнулось!
Продаем
Мы песни о веке-погорельце...
Не будем размеривать слова...
А здесь, перед обликом извечным,
Плюгавые флоксы да трава
Да воском заплеванный подсвечник.
Заботливо женская рука
Тесемкой поддерживает челюсть,
Цингой раскоряченную...
Так,
Плешивый, облезший — на постели!..
Довольно!
Гранатовый браслет —
Земные последние оковы,
Сладчайший, томительнейший бред
Чиновника (помните?) Желткова."
302,"Не может быть, чтобы мои идеи
Влиянья не имели на природу.
Волнение страстей, волнение ума,
Волненье чувств в народе -
Все той же проявленье мысли.
Небесный свет перерождает воздух,
Организует и живит элементы
И движет всем - по произволу духа."
303,"Гонители, он - ваш! вам плески и хвала!
Терзайте клеветой его дела земные,
Но не сорвать венка вам с славного чела,
Но не стереть с груди вам раны боевые!"
304,"Ты множеством друзей, Пустой, не хвастай нам,
Но одного снискав, воздай хвалу богам."
305,"Заря под тучами взошла и загорелась
И смотрит на дорогу сквозь кусты...
          Гляди и ты,
Как бледны в их тени поникшие цветы
И как в блестящий пурпур грязь оделась."
306,"Мне было весело вчера на сцене шумной,
Я так же, как и все, комедию играл;
И радовался я, и плакал я безумно,
   И мне театр рукоплескал.

Мне было весело за ужином веселым,
Заздравный свой стакан я также поднимал,
Хоть ныла грудь моя в смущении тяжелом
   И голос в шутке замирал.

Мне было весело... Над выходкой забавной
Смеясь, ушла толпа, веселый говор стих,-
И я пошел взглянуть на залу, где недавно
   Так много, много было их!

Огонь давно потух. На сцене опустелой
Валялися очки с афишею цветной,
Из окон лунный свет бродил по ней несмело,
   Да мышь скреблася за стеной.

И с камнем на сердце оттуда убежал я,
Бессонный и немой сидел я до утра;
И плакал, плакал я, и слез уж не считал я...
   Мне было весело вчера."
307,"Леса, скалистые теснины –
И целый день, в конце теснин,
Громада снеговой вершины
Из-за лесных глядит вершин.

Селений нет, ущелья дики,
Леса синеют и молчат,
И серых скал нагие пики
На скатах из лесов торчат.

Но целый день, - куда ни кину
Вдоль по горам смущенный взор, -
Лишь эту белую вершину
Повсюду вижу из-за гор.

Она полнеба заступила,
За облака ушла венцом –
И все смирилось, все застыло
Пред этим льдистым мертвецом."
308,"Чудесней сказок и баллад
Явленья жизни повседневной —
И пусть их за мечтой-царевной
Поэты-рыцари спешат!

А мне милей волшебных роз
Пыльца на придорожной травке,
Церквей сияющие главки
И вздохи буйные берез.

Пускай других к себе влекут
Недосягаемые башни, —
Люблю я быт простой, домашний
И серый будничный уют.

Мелькнув, как огненный язык,
Жар-птичьи крылья проблистали,
Но я люблю земные дали
И галок суетливый крик.

Жар-птица в небо упорхнет,
Но я не ринусь вслед за нею.
К земле любовью пламенею
И лишь о ней душа поет.

Поет, ликует и — молясь,
Благословляет все земное:
Прохладу ветра, ярость зноя,
Любовь и грусть, цветы и грязь!"
309,"Вот и степи потянулись,
Степи, степи без конца,
Не увидишь ни пригорка,
Ни куста, ни деревца.
Тонут взоры будто в море,
Дальний лес из глаз исчез
Под раскинутым глубоким
Бледным куполом небес.
Буйной жизнью здесь когда-то
Нарушалась эта тишь,
Обагрялся алой кровью
Солнцем выжженный голыш.
Притоптав песок сыпучий,
Здесь прошли орды татар,
Здесь приюты кочевые
Пепелил степной пожар.
Здесь злопамятное время
У непрошеных гостей
Замело следы набегов,
Замело следы костей.
И теперь под тем же небом,
Развлекая чуждый взгляд,
Только синие курганы
Тайну дней своих хранят.
И, тая свое раздумье
О далекой старине,
Всё молчанием объято
В этой мертвой тишине.
Лишь подчас в дали туманной,
Поднимая прах земли,
Пробредет овечье стадо
В сером облаке пыли,
Иль, под грузом доброй клади
Наклонившись, два вола
Мерной поступью протащат
Полусонного хохла.
Но отважно и свободно
По пути глуши степной
Современная дорожка
Проложила путь иной,
И по ней, клубами дыма
Застилая степи вид,
С шумом, грохотом и свистом
Поезд бешено летит.
Время, время, ты — всесильно!
И при жизненной борьбе,
Знать, недаром всё на свете
Покоряется тебе!.."
310,"Снежно-могучая краса
С красивым сном широких глаз,
Твоя полночная коса
Предстала мне в безумный час.
Как обольстителен и черен
Сплетенный радостью венок,
Его оставил, верно, ворон,
В полете долгом одинок.
И стана белый этот снег
Не для того ли строго пышен,
Чтоб человеку человек
Был звук миров, был песнью слышен?"
311,"       На нас тела, как клочья песни спетой... 
       В небытие 
       Свисает где-то мертвенной планетой 
       Все существо мое. 
       
       В слепых очах, в глухорожденном слухе 
       Кричат тела. 
       Беспламенные, каменные духи! 
       Беспламенная мгла! 
       
       Зачем простер на тверди оледелой 
       Свои огни 
       Разбитый дух - в разорванное тело, 
       В бессмысленные дни! 
       
       Зачем, за что в гнетущей, грозной гари, 
       В растущий гром 
       Мы - мертвенные, мертвенные твари - 
       Безжертвенно бредем? "
312,"Вчера я шел по зале освещенной,
Где так давно встречались мы с тобой.
Ты здесь опять! Безмолвный и смущенный,
Невольно я поникнул головой.

И в темноте тревожного сознанья
Былые дни я различил едва,
Когда шептал безумные желанья
И говорил безумные слова.

Знакомыми напевами томимый,
Стою. В глазах движенье и цветы -
И кажется, летя под звук любимый,
Ты прошептала кротко: ""Что же ты?""

И звуки те ж, и те ж благоуханья,
И чувствую - пылает голова,
И я шепчу безумные желанья
И лепечу безумные слова."
313,"Клянусь, о Делия, навек тебя забыть!
Клянусь, неверная, что более любить
Не стану никогда! Мне женщины несносны;
Довольно я влачил оковы их поносны,
Довольно их душой и сердцем обожал.
Изменницы! теперь себя уж не унижу:
И Делию и вас навек возненавижу.
Клянусь, клянусь, что я... солгал!"
314,"Мне в черный день приснится
Высокая звезда,
Глубокая криница,
Студеная вода
И крестики сирени
В росе у самых глаз.
Но больше нет ступени -
И тени спрячут нас.

И если вышли двое
На волю из тюрьмы,
То это мы с тобою,
Одни на свете мы,
И мы уже не дети,
И разве я не прав,
Когда всего на свете
Светлее твой рукав.

Что с нами ни случится,
В мой самый черный день,
Мне в черный день приснится
Криница и сирень,
И тонкое колечко,
И твой простой наряд,
И на мосту за речкой
Колеса простучат.

Нп свете все проходит,
И даже эта ночь
Проходит и уводит
Тебя из сада прочь.
И разве в нашей власти
Вернуть свою зарю?
На собственное счастье
Я как слепой смотрю.

Стучат. Кто там?- Мария.-
Отворишь дверь.- Кто там?-
Ответа нет. Живые
Не так приходят к нам,
Их поступь тяжелее,
И руки у живых
Грубее и теплее
Незримых рук твоих.

- Где ты была?- Ответа
Не слышу на вопрос.
Быть может, сон мой - это
Невнятный стук колес
Там, на мосту, за речкой,
Где светится звезда,
И кануло колечко
В криницу навсегда."
315,"Закружилась пряжа снежистого льна,
Панихидный вихорь плачет у окна.
Замело дорогу вьюжным рукавом,
С этой панихидой век свой весь живем.
Пойте и рыдайте, ветры, на тропу,
Нечем нам на помин заплатить попу.
Слушай мое сердце, бедный человек,
Нам за гробом грусти не слыхать вовек.
Как помрем без пенья под ветряный звон,
Понесут нас в церковь на мирской канон.
Некому поплакать, некому кадить,
Есть ли им охота даром приходить.
Только ветер резвый, озорник такой,
Запоет разлуку вместо упокой."
316,"""Эх! не плачь, кума!
Значит - дело земское!..""
- ""Знаю и сама,
Да ведь сердце женское.
Врозь с ним - нет житья...""
- ""Не вернешь Кондратьева,
Вышла, вишь, статья
Гнать, и гнать, и гнать его.

Знай! везде бедняк
(В умных книгах значится)
До могилы так
Всё с бедой маячится.
Мать на свет родит -
Нечем воспитать его,
И судьба спешит
Гнать, и гнать, и гнать его.

Бедняки снесут -
Сладко ли, не сладко ли -
Всё: по шее ль бьют,
Лупят под лопатку ли.
Сирому - сна нет,
Давит зло, как тать, его,
И один ответ -
Гнать, и гнать, и гнать его.

Раз уйдет от зла -
Словно жизнь и ладится,
Глядь - из-за угла
Снова горе крадется.
Так не плачь, кума!
Позабудь Кондратьева:
Нужно из ума
Гнать, и гнать, и гнать его""."
317,"И странных слов безумный хоровод,
И острых мыслей огненное жало,
И сон, и страсть, и хмель, и сладкий мёд,
И лезвие кровавого кинжала,
И дивных лоз волшебное вино, -
Поэзия! Причудница столетий! -
Всё, всё в тебе для нас претворено!..
И мы всегда, доверчивые дети,
Готовы славить муки и восторг
Твоих мистерий и твоих видений,
И яростно ведём ревнивый торг
За право целовать твои колени."
318,"Не трогай в темноте
Того, что незнакомо,
Быть может, это - те,
Кому привольно дома.

Кто с ними был хоть раз,
Тот их не станет трогать.
Сверкнет зеленый глаз,
Царапнет быстрый ноготь,-

Прикинется котом
Испуганная нежить.
А что она потом
Затеет? мучить? нежить?

Куда ты ни пойдешь,
Возникнут пусторосли.
Измаешься, заснешь.
Но что же будет после?

Прозрачною щекой
Прильнет к тебе сожитель.
Он серою тоской
Твою затмит обитель.

И будет жуткий страх -
Так близко, так знакомо -
Стоять во всех углах
Тоскующего дома."
319,"Она пришла ко мне, молчащая, как ночь,
Глядящая, как ночь, фиалками-очами,
Где росы кроткие звездилися лучами,
Она пришла ко мне - такая же точь-в-точь,
Как тиховейная, как вкрадчивая ночь.

Ее единый взгляд проник до глуби тайной,
Где в зеркале немом - мое другое я,
И я - как лик ея, она - как тень моя,
Мы молча смотримся в затон необычайный,
Горящий звездностью, бездонностью и тайной."
320,"          Да, и такой, моя Россия...

                            А. Блок

Хочешь знать, что такое Россия -
Наша первая в жизни любовь?
Милый друг! Это ребра косые
Полосатых шлагбаумных столбов.
Это щебет в рябиннике горьком,
Пар от резвых коней на бегу,
Это желтая заячья зорька,
След на сахарном синем снегу.
Это пахарь в портах полотняных,
Пес, что воет в ночи на луну,
Это слезы псковских полонянок
В безутешном ливонском плену,
Это горькие всхлипы гармоник,
Свет далеких пожаров ночных,
Это- кашка, татарка и донник
На высоких могилах степных.
Это- эхо от песни усталой,
Облаков перелетных тоска,
Это свист за далекой заставой
Да лучина в окне кабака.
Это хлеб в узелке новобранца,
Это туз, что нашит на плечо,
Это дудка в руке Самозванца,
Это клетка, где жил Пугачев.
Да, страна наша не была раем:
Нас к земле прибивало дождем.
Но когда мы ее потеряем,
Мы милей ничего не найдем."
321,"          Посв. Н. П. Бегичевой

Покуда душный день томится, догорая,
Не отрывая глаз от розового края...
Побудь со мной грустна, побудь со мной одна:
Я не допил еще тоски твоей до дна...
Мне надо струн твоих: они дрожат печальней
И слаще, чем листы на той березе дальней...
Чего боишься ты? Я призрак, я ничей...
О, не вноси ко мне пылающих свечей...
Я знаю: бабочки дрожащими крылами
Не в силах потушить мучительное пламя,
И знаю, кем огонь тот траурный раздут,
С которого они сожженные падут...
Мне страшно, что с огнем не спят воспоминанья,
И мертвых бабочек мне страшно трепетанье."
322,"Александр Сергеевич,
разрешите представиться.
Маяковский.

Дайте руку!
Вот грудная клетка.
Слушайте,
уже не стук, а стон;
тревожусь я о нем,
в щенка смирённом львенке.
Я никогда не знал,
что столько
тысяч тонн
в моей
позорно легкомыслой головенке.
Я тащу вас.
Удивляетесь, конечно?
Стиснул?
Больно?
Извините, дорогой.
У меня,
да и у вас,
в запасе вечность.
Что нам
потерять
часок-другой?!
Будто бы вода -
давайте
мчать болтая,
будто бы весна -
свободно
и раскованно?
В небе вон
луна
такая молодая,
что ее
без спутников
и выпускать рискованно.
Я
теперь
свободен
от любви
и от плакатов.
Шкурой
ревности медведь
лежит когтист.
Можно
убедиться,
что земля поката, -
сядь
на собственные ягодицы
и катись!
Нет,
не навяжусь в меланхолишке черной,
да и разговаривать не хочется
ни с кем.
Только
жабры рифм
топырит учащённо
у таких, как мы,
на поэтическом песке.
Вред - мечта,
и бесполезно грезить,
надо
весть
служебную нуду.
Но бывает -
жизнь
встает в другом разрезе,
и большое
понимаешь
через ерунду.
Нами
лирика
в штыки
неоднократно атакована,
ищем речи
точной
и нагой.
Но поэзия -
пресволочнейшая штуковина:
существует -
и ни в зуб ногой.
Например
вот это -
говорится или блеется?
Синемордое,
в оранжевых усах,
Навуходоносором
библейцем -
""Коопсах"".
Дайте нам стаканы!
знаю
способ старый
в горе
дуть винище,
но смотрите -
из
выплывают
Red и White Star'ы!*
с ворохом
разнообразных виз.
Мне приятно с вами, -
рад,
что вы у столика.
Муза это
ловко
за язык вас тянет.
Как это
у вас
говаривала Ольга?..
Да не Ольга!
из письма
Онегина к Татьяне.
- Дескать,
муж у вас
дурак
и старый мерин,
я люблю вас,
будьте обязательно моя,
я сейчас же
утром должен быть уверен,
что с вами днем увижусь я. -
Было всякое:
и под окном стояние,
письма,
тряски нервное желе.
Вот
когда
и горевать не в состоянии -
это,
Александр Сергеич,
много тяжелей,
Айда, Маяковский!

Маячь на юг!
Сердце
рифмами вымучь -
вот
и любви пришел каюк,
дорогой Владим Владимыч.
Нет,
не старость этому имя!
Тушу
вперед стремя,
я
с удовольствием
справлюсь с двоими,
а разозлить -
и с тремя.
Говорят -
я темой и-н-д-и-в-и-д-у-а-л-е-н!
Entre nous...**
чтоб цензор не нацикал.
Передам вам -
говорят -
видали
даже
двух
влюбленных членов ВЦИКа.
Вот -
пустили сплетню,
тешат душу ею.
Александр Сергеич,
да не слушайте ж вы их!
Может
я
один
действительно жалею,
что сегодня
нету вас в живых.
Мне
при жизни
с вами
сговориться б надо.
Скоро вот
и я
умру
и буду нем.
После смерти
нам
стоять почти что рядом:
вы на Пе,
а я
на эМ.
Кто меж нами?
с кем велите знаться?!
Чересчур
страна моя
поэтами нища.
Между нами
- вот беда -
позатесался Надсон.
Мы попросим,
чтоб его
куда-нибудь
на Ща!
А Некрасов
Коля,
сын покойного Алеши, -
он и в карты,
он и в стих,
и так
неплох на вид.
Знаете его?
вот он
мужик хороший.
Этот
нам компания -
пускай стоит.
Что ж о современниках?!
Не просчитались бы,
за вас
полсотни отдав.
От зевоты
скулы
разворачивает аж!
Дорогойченко,
Герасимов,
Кириллов,
Родов -
какой
однаробразный пейзаж!
Ну Есенин,
мужиковствующих свора.
Смех!
Коровою
в перчатках лаечных.
Раз послушаешь...
но это ведь из хера!
Балалаечник!
Надо,
чтоб поэт
и в жизни был мастак.
Мы крепки,
как спирт в полтавском штофе.
Ну, а что вот Безыменский?!
Так...
ничего...
морковный кофе.
Правда,
есть
у нас
Асеев
Колька.
Этот может.
Хватка у него
моя.
Но ведь надо
заработать сколько!
Маленькая,
но семья.
Были б живы -
стали бы
по Лефу соредактор.
Я бы
и агитки
вам доверить мог.
Раз бы показал:
- вот так-то, мол,
и так-то...
Вы б смогли -
у вас
хороший слог.
Я дал бы вам
жиркость
и сукна,
в рекламу б
выдал
гумских дам.
(Я даже
ямбом подсюсюкнул,
чтоб только
быть
приятней вам.)
Вам теперь
пришлось бы
бросить ямб картавый.
Нынче
наши перья -
штык
да зубья вил, -
битвы революций
посерьезнее ""Полтавы"",
и любовь
пограндиознее
онегинской любви.
Бойтесь пушкинистов.
Старомозгий Плюшкин,
перышко держа,
полезет
с перержавленным.
- Тоже, мол,
у лефов
появился
Пушкин.
Вот арап!
а состязается -
с Державиным...
Я люблю вас,
но живого,
а не мумию.
Навели
хрестоматийный глянец.
Вы
по-моему
при жизни
- думаю -
тоже бушевали.
Африканец!
Сукин сын Дантес!
Великосветский шкода.
Мы б его спросили:
- А ваши кто родители?
Чем вы занимались
до 17-го года? -
Только этого Дантеса бы и видели.
Впрочем,
что ж болтанье!
Спиритизма вроде.
Так сказать,
невольник чести...
пулею сражен...
Их
и по сегодня
много ходит -
всяческих
охотников
до наших жен.
Хорошо у нас
в Стране советов.
Можно жить,
работать можно дружно.
Только вот
поэтов,
к сожаленью, нету -
впрочем, может,
это и не нужно.
Ну, пора:
рассвет
лучища выкалил.
Как бы
милиционер
разыскивать не стал.
На Тверском бульваре
очень к вам привыкли.
Ну, давайте,
подсажу
на пьедестал.
Мне бы
памятник при жизни
полагается по чину.
Заложил бы
динамиту
- ну-ка,
дрызнь!
Ненавижу
всяческую мертвечину!
Обожаю
всяческую жизнь!

* Красные и белые звезды (англ.).
** Между нами (франц.)."
323,"Лишь год назад — с мучительной тоскою,
С тоской безумною тебя я покидал,
И мнилось мне — навеки я с тобою
И жизнь, и свет, и счастье потерял.

Лишь год прошел — в ничтожестве забвенья
Исчезла ты, как давний, давний сон,
И лишь порой я вспомню на мгновенье
Былые дни, когда мне снился он."
324,"Твоих очей голубизна
Мне в душу ветерком пахнула:
Тобой душа озарена...
Вот вешним щебетом она
В голубизну перепорхнула."
325,"В тюрьму я был брошен, отослан в изгнанье,
Изведал я горе, изведал страданье,
Но все же я звал из печальной глуши
Свободу, владычицу твердой души.
Пришла наконец, будто свет среди тьмы,
Как воздух прохладный средь душной тюрьмы,
И голос мне вдруг пробежал близ ушей:
""Вот ключ от затворов тюремных дверей,
Я дам его женщине, тебе их она
Отворит, - я буду тебе отдана"".
Растворены двери, и что ж вижу я?
О боже! Она, то подруга моя,
Она растворила тюремную дверь,
И весел я с нею и волен теперь.
За волю, за волю тебе, провиденье,
Подругой мне данною - благодаренье.
Но есть еще воля!.. То воля моя
Стремиться к добру - неизменен ей я."
326,"Я счастлив был мечтой своей прекрасной,
Хранил ее от первых детских лет;
Да, я любил возвышенно и ясно,
Смотрел тогда па дивный божий свет.

Я предался любви очарованью,
Поэзии мечтаний молодых
И сладкому о ней воспоминанью,
О лучших днях, о первых днях моих.

Я возрастал - и с каждым днем яснее,
Обширнее мне открывался свет,
И с каждым днем надменней и сильнее
Был гордых дум возвышенный полет.

Пришла пора, минута вдохновенья,
И из груди стесненной потекли
Свободными волнами песнопенья,
И новый мир обрел я на земли.

Когда ко мне поэзия сходила
И за стихом стремился звучно стих,
Всё о тебе мечтал я, друг мой милый,
Всё о тебе, подруга дней моих.

Бывало, грусть на сердце мне наляжет
И странные томят меня мечты,
И мне никто участья не покажет,
И все своей заботой заняты.

Тогда меня безумцем называют.
О, в те часы как часто думал я:
Пускай они меня не понимают,
Но ты, мой друг, но ты поймешь меня.

Когда меня ты, Шиллер вдохновенный,
В свой чудный мир всесильно увлекал,
И в этот час, коленопреклоненный,
Я целый свет забвенью предавал, -

Как мне тогда ее недоставало!
Как я хотел, чтобы она со мной
Создания поэта созерцала
И пламенный восторг делила мой. -

Теперь, увы! Разрушен призрак милый,
Исчезла ты, прекрасная мечта, -
Теперь брожу угрюмый и унылый,
И в сердце одиноком пустота."
327,"    Псалом 14 
 
Господи, кто обитает в жилищи Твоем? 
или кто вселится во святую гору Твою? 
 
 Кто в доме Божием живет? 
 Кто средь Сиона водворится? 
 Кто Бога узрит, вечный свет? 
 Кто в гору Божию вселится? 
 Кто станет жить на небесах? 
 
 Тот, кто добро в душе хранит - 
 Кто ходит прямо, непорочно; 
 Кто правду любит и творит; 
 Кто в ней лишь видит щастье прочно; 
 Кому язык неправды чужд. 
 
 Кто искренен - и не вредит; 
 Кто всех коварных презирает - 
 О друге зла не говорит; 
 Кто сердцем чистых прославляет; 
 Кто свято клятвы чтит свои. 
 
 Кто денег в лихву не дает - 
 От правых мзды не принимает; 
 Кто в мире, в тишине живет - 
 Страстьми, собою обладает - 
 Сей муж не двигнется вовек. "
328,"Шаганэ ты моя, Шаганэ!
Потому, что я с севера, что ли,
Я готов рассказать тебе поле,
Про волнистую рожь при луне.
Шаганэ ты моя, Шаганэ.

Потому, что я с севера, что ли,
Что луна там огромней в сто раз,
Как бы ни был красив Шираз,
Он не лучше рязанских раздолий.
Потому, что я с севера, что ли.

Я готов рассказать тебе поле,
Эти волосы взял я у ржи,
Если хочешь, на палец вяжи -
Я нисколько не чувствую боли.
Я готов рассказать тебе поле.

Про волнистую рожь при луне
По кудрям ты моим догадайся.
Дорогая, шути, улыбайся,
Не буди только память во мне
Про волнистую рожь при луне.

Шаганэ ты моя, Шаганэ!
Там, на севере, девушка тоже,
На тебя она страшно похожа,
Может, думает обо мне...
Шаганэ ты моя, Шаганэ."
329,"Я запретил бы «Продажу овса и сена»...
Ведь это пахнет убийством Отца и Сына?
А если сердце к тревогам улиц пребудет глухо,
руби мне, грохот, руби мне глупое, глухое ухо!

Буквы сигают, как блохи,
облепили беленькую страничку.
Ум, имеющий привычку,
притянул сухие крохи.

Странноприимный дом для ветра
или гостиницы весны —
вот что должно рассыпать щедро
по рынкам выросшей страны."
330,"Великая вокруг меня пустыня,
И я — великий в той пустыне постник.
Взойдет ли день — я шторы опускаю,
Чтоб солнечные бесы на стенах
Кинематограф свой не учиняли.
Настанет ночь — поддельным, слабым светом
Я разгоняю мрак и в круге лампы
Сгибаю спину и скриплю пером,—
А звезды без меня своей дорогой
Пускай идут.
          Когда шумит мятеж,
Голодный объедается до рвоты,
А сытого (в подвале) рвет от страха
Вином и желчью,— я засов тяжелый
Кладу на дверь, чтоб ветер революций
Не разметал моих листов заветных.
И если (редко) женщина приходит
Шуршать одеждой и сиять очами —
Что ж? я порой готов полюбоваться
Прельстительным и нежным микрокосмом..."
